game,year,month,month_idx,draw_nr,numbers
on-numara,2022,Mart,3,24,"[6, 7, 12, 16, 17, 22, 27, 37, 40, 41, 45, 46, 47, 50, 51, 53, 60, 66, 67, 68, 72, 75]"
on-numara,2022,Mart,3,23,"[4, 8, 14, 17, 18, 21, 24, 26, 27, 28, 33, 34, 37, 46, 53, 55, 56, 63, 66, 75, 76, 78]"
on-numara,2022,Mart,3,22,"[1, 8, 12, 15, 22, 27, 30, 37, 40, 41, 43, 45, 50, 51, 53, 59, 61, 62, 69, 70, 74, 79]"
on-numara,2022,Mart,3,21,"[3, 4, 8, 9, 12, 16, 17, 23, 31, 35, 37, 45, 46, 49, 54, 55, 56, 57, 61, 70, 77, 79]"
on-numara,2022,Mart,3,20,"[3, 5, 6, 12, 17, 19, 24, 26, 28, 29, 31, 32, 37, 41, 42, 46, 54, 57, 69, 77, 79, 80]"
on-numara,2022,Mart,3,19,"[2, 3, 7, 9, 14, 19, 23, 25, 26, 32, 34, 37, 46, 48, 49, 50, 57, 60, 65, 66, 78, 80]"
on-numara,2022,Mart,3,18,"[1, 6, 8, 10, 12, 22, 26, 30, 31, 32, 34, 35, 36, 42, 45, 46, 47, 50, 62, 63, 69, 78]"
on-numara,2022,Nisan,4,34,"[12, 13, 15, 18, 29, 30, 32, 35, 37, 38, 39, 40, 43, 46, 47, 57, 59, 60, 65, 67, 73, 79]"
on-numara,2022,Nisan,4,33,"[2, 7, 14, 19, 20, 23, 24, 27, 32, 34, 36, 42, 44, 47, 51, 59, 60, 65, 66, 71, 72, 74]"
on-numara,2022,Nisan,4,32,"[8, 13, 15, 16, 19, 24, 25, 31, 36, 38, 42, 43, 44, 45, 50, 52, 54, 55, 61, 65, 68, 76]"
on-numara,2022,Nisan,4,31,"[2, 4, 9, 10, 13, 17, 19, 23, 26, 28, 33, 41, 48, 51, 52, 55, 57, 61, 65, 66, 67, 72]"
on-numara,2022,Nisan,4,30,"[1, 5, 14, 26, 27, 32, 33, 37, 38, 40, 42, 46, 51, 52, 54, 58, 60, 62, 72, 73, 74, 79]"
on-numara,2022,Nisan,4,29,"[9, 10, 16, 17, 19, 21, 23, 30, 32, 34, 39, 41, 56, 57, 60, 65, 67, 70, 71, 77, 78, 79]"
on-numara,2022,Nisan,4,28,"[1, 2, 3, 6, 9, 19, 25, 27, 32, 51, 54, 55, 58, 59, 62, 63, 68, 69, 71, 72, 74, 76]"
on-numara,2022,Nisan,4,27,"[3, 4, 13, 21, 23, 24, 33, 34, 42, 44, 47, 48, 54, 58, 61, 62, 63, 67, 70, 73, 77, 78]"
on-numara,2022,Nisan,4,26,"[3, 6, 9, 10, 12, 17, 18, 29, 33, 39, 42, 43, 45, 50, 54, 57, 63, 64, 66, 71, 73, 76]"
on-numara,2022,Mayıs,5,43,"[5, 7, 9, 12, 13, 18, 19, 24, 32, 41, 42, 46, 50, 52, 53, 57, 63, 64, 65, 71, 77, 80]"
on-numara,2022,Mayıs,5,42,"[8, 13, 14, 15, 17, 18, 21, 22, 25, 31, 32, 33, 36, 37, 46, 47, 60, 62, 63, 71, 73, 78]"
on-numara,2022,Mayıs,5,41,"[5, 7, 10, 11, 12, 13, 16, 18, 25, 31, 35, 40, 41, 43, 47, 49, 50, 53, 55, 57, 59, 73]"
on-numara,2022,Mayıs,5,40,"[5, 6, 11, 17, 29, 34, 36, 38, 41, 49, 56, 57, 60, 61, 62, 66, 67, 68, 69, 70, 75, 76]"
on-numara,2022,Mayıs,5,39,"[2, 3, 9, 12, 15, 18, 30, 31, 32, 33, 38, 40, 49, 50, 57, 60, 61, 65, 68, 69, 76, 78]"
on-numara,2022,Mayıs,5,38,"[2, 7, 8, 9, 11, 13, 17, 23, 24, 30, 31, 32, 37, 43, 44, 54, 57, 58, 60, 64, 65, 79]"
on-numara,2022,Mayıs,5,37,"[1, 13, 18, 21, 30, 33, 35, 40, 48, 49, 52, 53, 55, 59, 60, 62, 64, 71, 74, 76, 77, 78]"
on-numara,2022,Mayıs,5,36,"[2, 12, 13, 14, 18, 20, 23, 30, 31, 34, 43, 45, 62, 63, 64, 65, 70, 71, 72, 73, 75, 77]"
on-numara,2022,Mayıs,5,35,"[3, 6, 9, 14, 16, 18, 19, 20, 23, 28, 29, 30, 37, 39, 40, 41, 42, 47, 49, 51, 67, 71]"
on-numara,2022,Haziran,6,51,"[5, 13, 16, 18, 21, 24, 26, 27, 30, 42, 46, 50, 52, 53, 55, 58, 64, 65, 66, 69, 70, 71]"
on-numara,2022,Haziran,6,50,"[2, 4, 6, 13, 14, 15, 16, 22, 29, 35, 37, 39, 40, 44, 46, 48, 50, 53, 54, 56, 58, 71]"
on-numara,2022,Haziran,6,49,"[1, 4, 10, 13, 19, 20, 22, 23, 26, 27, 32, 37, 48, 49, 52, 53, 58, 59, 66, 74, 75, 77]"
on-numara,2022,Haziran,6,48,"[6, 7, 15, 16, 18, 21, 25, 30, 34, 38, 45, 47, 52, 56, 58, 61, 62, 66, 67, 68, 72, 77]"
on-numara,2022,Haziran,6,47,"[12, 18, 19, 23, 27, 28, 29, 32, 40, 43, 46, 51, 53, 56, 60, 65, 66, 67, 69, 72, 74, 76]"
on-numara,2022,Haziran,6,46,"[1, 3, 11, 17, 19, 26, 34, 41, 42, 43, 53, 54, 56, 58, 62, 64, 70, 72, 75, 77, 78, 79]"
on-numara,2022,Haziran,6,45,"[3, 5, 13, 19, 20, 25, 26, 42, 43, 44, 45, 51, 55, 58, 59, 61, 67, 70, 71, 72, 79, 80]"
on-numara,2022,Haziran,6,44,"[6, 8, 11, 13, 14, 16, 17, 18, 28, 31, 34, 35, 39, 50, 51, 54, 58, 59, 60, 61, 70, 80]"
on-numara,2022,Temmuz,7,60,"[2, 5, 6, 12, 13, 14, 23, 24, 28, 31, 35, 40, 45, 47, 49, 50, 57, 58, 64, 65, 67, 71]"
on-numara,2022,Temmuz,7,59,"[1, 6, 7, 8, 9, 12, 20, 24, 29, 33, 45, 47, 50, 53, 56, 62, 65, 66, 69, 73, 75, 79]"
on-numara,2022,Temmuz,7,58,"[5, 7, 14, 27, 29, 30, 36, 37, 40, 45, 47, 48, 49, 50, 51, 53, 55, 65, 66, 68, 74, 78]"
on-numara,2022,Temmuz,7,57,"[13, 18, 21, 24, 25, 26, 35, 39, 40, 42, 47, 49, 50, 52, 55, 57, 59, 60, 62, 71, 78, 79]"
on-numara,2022,Temmuz,7,56,"[3, 4, 5, 7, 8, 11, 12, 14, 17, 21, 36, 38, 39, 41, 43, 52, 53, 61, 69, 70, 75, 78]"
on-numara,2022,Temmuz,7,55,"[1, 8, 10, 11, 12, 14, 15, 17, 18, 20, 27, 36, 39, 40, 41, 44, 45, 55, 58, 67, 70, 71]"
on-numara,2022,Temmuz,7,54,"[1, 3, 6, 12, 13, 17, 20, 21, 28, 29, 32, 33, 34, 36, 42, 50, 56, 62, 64, 68, 76, 80]"
on-numara,2022,Temmuz,7,53,"[4, 8, 11, 13, 14, 15, 18, 20, 23, 27, 31, 33, 35, 37, 43, 50, 59, 67, 69, 74, 75, 78]"
on-numara,2022,Temmuz,7,52,"[1, 11, 16, 17, 20, 23, 25, 29, 33, 34, 41, 42, 45, 53, 55, 62, 63, 70, 73, 75, 77, 80]"
on-numara,2022,Ağustos,8,69,"[5, 9, 12, 13, 15, 16, 19, 20, 27, 28, 32, 34, 36, 43, 44, 48, 51, 54, 57, 77, 78, 79]"
on-numara,2022,Ağustos,8,68,"[2, 6, 7, 14, 17, 27, 39, 40, 41, 43, 46, 47, 48, 53, 56, 58, 69, 71, 72, 74, 75, 79]"
on-numara,2022,Ağustos,8,67,"[5, 7, 9, 14, 24, 30, 41, 42, 46, 48, 49, 50, 52, 54, 55, 56, 58, 66, 74, 77, 79, 80]"
on-numara,2022,Ağustos,8,66,"[6, 16, 17, 24, 31, 33, 34, 37, 38, 41, 44, 46, 48, 49, 50, 56, 58, 59, 64, 66, 67, 76]"
on-numara,2022,Ağustos,8,65,"[2, 4, 8, 9, 16, 18, 23, 25, 28, 33, 39, 40, 42, 43, 49, 53, 57, 60, 64, 67, 72, 78]"
on-numara,2022,Ağustos,8,64,"[2, 7, 9, 10, 13, 16, 20, 26, 32, 34, 49, 51, 52, 53, 57, 58, 61, 66, 67, 71, 73, 78]"
on-numara,2022,Ağustos,8,63,"[1, 7, 11, 13, 15, 17, 20, 24, 25, 33, 35, 37, 41, 43, 48, 52, 54, 58, 64, 65, 66, 76]"
on-numara,2022,Ağustos,8,62,"[1, 7, 9, 11, 13, 14, 19, 28, 33, 49, 50, 53, 54, 56, 58, 62, 64, 69, 70, 71, 72, 78]"
on-numara,2022,Ağustos,8,61,"[1, 3, 5, 8, 9, 10, 11, 12, 13, 17, 21, 25, 33, 35, 37, 39, 44, 50, 51, 67, 71, 72]"
on-numara,2022,Eylül,9,78,"[3, 4, 9, 14, 17, 19, 25, 28, 44, 48, 49, 50, 52, 53, 54, 55, 59, 63, 65, 67, 71, 74]"
on-numara,2022,Eylül,9,77,"[5, 14, 16, 18, 28, 29, 31, 32, 36, 38, 39, 41, 43, 47, 50, 54, 57, 59, 60, 70, 72, 75]"
on-numara,2022,Eylül,9,76,"[2, 5, 6, 8, 10, 14, 18, 19, 24, 30, 32, 39, 49, 61, 62, 64, 67, 69, 70, 71, 75, 80]"
on-numara,2022,Eylül,9,75,"[1, 6, 8, 9, 12, 16, 20, 22, 24, 29, 30, 36, 42, 49, 55, 56, 61, 62, 64, 68, 72, 77]"
on-numara,2022,Eylül,9,74,"[1, 4, 8, 13, 15, 17, 43, 46, 49, 50, 51, 53, 58, 62, 64, 65, 68, 72, 73, 75, 76, 77]"
on-numara,2022,Eylül,9,73,"[2, 6, 7, 12, 20, 21, 23, 27, 33, 36, 37, 38, 46, 49, 53, 62, 69, 73, 74, 76, 77, 80]"
on-numara,2022,Eylül,9,72,"[4, 6, 8, 10, 13, 14, 18, 19, 20, 23, 24, 27, 30, 37, 41, 44, 53, 59, 63, 67, 72, 80]"
on-numara,2022,Eylül,9,71,"[4, 8, 9, 10, 14, 16, 21, 22, 25, 26, 40, 43, 48, 49, 51, 53, 55, 59, 60, 64, 65, 79]"
on-numara,2022,Eylül,9,70,"[1, 4, 7, 9, 12, 13, 14, 22, 28, 36, 41, 51, 53, 57, 60, 65, 66, 67, 71, 72, 73, 78]"
on-numara,2022,Ekim,10,87,"[1, 3, 7, 17, 19, 20, 21, 24, 25, 28, 29, 31, 34, 35, 38, 39, 43, 49, 51, 60, 66, 79]"
on-numara,2022,Ekim,10,86,"[3, 4, 8, 20, 22, 31, 33, 38, 44, 47, 48, 50, 54, 57, 59, 63, 68, 70, 72, 75, 77, 78]"
on-numara,2022,Ekim,10,85,"[2, 4, 8, 9, 12, 13, 18, 25, 27, 33, 36, 39, 40, 43, 47, 55, 65, 66, 69, 71, 76, 80]"
on-numara,2022,Ekim,10,84,"[1, 3, 11, 14, 15, 16, 17, 20, 22, 26, 32, 33, 34, 36, 41, 52, 57, 63, 64, 65, 69, 78]"
on-numara,2022,Ekim,10,83,"[3, 5, 6, 9, 10, 11, 13, 14, 18, 23, 28, 29, 33, 39, 42, 47, 51, 55, 70, 77, 79, 80]"
on-numara,2022,Ekim,10,82,"[1, 2, 3, 8, 9, 11, 15, 16, 25, 29, 37, 38, 41, 45, 50, 54, 56, 59, 62, 63, 76, 78]"
on-numara,2022,Ekim,10,81,"[1, 2, 11, 13, 17, 18, 27, 32, 35, 36, 41, 45, 46, 48, 49, 50, 51, 53, 54, 61, 71, 78]"
on-numara,2022,Ekim,10,80,"[2, 5, 6, 11, 14, 16, 17, 21, 29, 37, 39, 56, 58, 65, 66, 67, 70, 72, 74, 76, 78, 80]"
on-numara,2022,Ekim,10,79,"[4, 6, 7, 8, 11, 18, 31, 35, 37, 39, 40, 46, 48, 51, 53, 55, 57, 62, 73, 75, 76, 79]"
on-numara,2022,Kasım,11,95,"[2, 7, 8, 13, 14, 22, 28, 31, 33, 34, 35, 40, 45, 50, 53, 55, 63, 70, 71, 72, 75, 77]"
on-numara,2022,Kasım,11,94,"[4, 6, 11, 15, 19, 20, 23, 24, 27, 28, 30, 34, 35, 38, 43, 49, 52, 71, 72, 74, 77, 79]"
on-numara,2022,Kasım,11,93,"[1, 2, 6, 16, 20, 21, 22, 26, 30, 33, 36, 39, 40, 50, 51, 54, 57, 65, 67, 70, 71, 72]"
on-numara,2022,Kasım,11,92,"[4, 5, 11, 12, 18, 22, 29, 40, 43, 45, 49, 50, 55, 56, 63, 64, 65, 68, 76, 77, 79, 80]"
on-numara,2022,Kasım,11,91,"[2, 4, 9, 10, 12, 20, 28, 30, 32, 34, 39, 40, 42, 43, 44, 47, 49, 57, 60, 61, 70, 75]"
on-numara,2022,Kasım,11,90,"[5, 12, 13, 15, 17, 19, 21, 23, 27, 35, 36, 41, 51, 54, 57, 58, 59, 61, 71, 75, 78, 80]"
on-numara,2022,Kasım,11,89,"[2, 8, 14, 20, 21, 22, 23, 24, 26, 38, 43, 44, 46, 47, 51, 59, 60, 62, 65, 67, 73, 75]"
on-numara,2022,Kasım,11,88,"[2, 3, 8, 18, 20, 21, 26, 28, 29, 35, 40, 49, 50, 53, 56, 60, 65, 72, 74, 75, 78, 80]"
on-numara,2022,Aralık,12,104,"[3, 13, 16, 24, 28, 31, 33, 34, 38, 49, 52, 55, 57, 58, 60, 63, 66, 67, 73, 74, 76, 79]"
on-numara,2022,Aralık,12,103,"[4, 6, 8, 11, 13, 14, 15, 16, 19, 21, 22, 27, 32, 38, 44, 50, 51, 55, 68, 69, 77, 78]"
on-numara,2022,Aralık,12,102,"[2, 3, 5, 7, 16, 21, 28, 30, 34, 37, 42, 47, 48, 52, 54, 58, 59, 65, 66, 71, 74, 79]"
on-numara,2022,Aralık,12,101,"[2, 12, 18, 19, 24, 27, 32, 34, 36, 37, 42, 45, 46, 50, 51, 52, 54, 59, 70, 72, 74, 78]"
on-numara,2022,Aralık,12,100,"[1, 5, 7, 9, 10, 16, 19, 22, 24, 26, 31, 32, 39, 47, 48, 49, 51, 59, 63, 67, 68, 79]"
on-numara,2022,Aralık,12,99,"[4, 7, 11, 14, 18, 22, 30, 32, 34, 37, 47, 49, 52, 61, 63, 65, 66, 68, 71, 74, 77, 79]"
on-numara,2022,Aralık,12,98,"[2, 3, 4, 6, 9, 16, 20, 24, 28, 35, 38, 39, 42, 44, 47, 52, 55, 56, 61, 73, 74, 78]"
on-numara,2022,Aralık,12,97,"[2, 3, 4, 6, 12, 18, 20, 31, 32, 33, 44, 47, 48, 50, 51, 53, 58, 65, 68, 69, 70, 72]"
on-numara,2022,Aralık,12,96,"[1, 6, 13, 17, 20, 25, 27, 29, 31, 37, 40, 45, 47, 48, 50, 53, 62, 67, 69, 71, 75, 76]"
on-numara,2023,Ocak,1,9,"[2, 12, 13, 14, 16, 19, 27, 32, 34, 35, 37, 41, 44, 45, 51, 55, 60, 61, 63, 68, 79, 80]"
on-numara,2023,Ocak,1,8,"[6, 7, 12, 15, 19, 23, 28, 29, 32, 34, 35, 37, 45, 46, 54, 60, 67, 68, 70, 71, 74, 80]"
on-numara,2023,Ocak,1,7,"[2, 3, 4, 8, 11, 18, 25, 27, 31, 35, 39, 46, 48, 53, 54, 56, 60, 68, 69, 73, 75, 78]"
on-numara,2023,Ocak,1,6,"[8, 14, 16, 20, 25, 26, 27, 29, 32, 38, 40, 43, 51, 52, 56, 57, 59, 62, 63, 65, 73, 77]"
on-numara,2023,Ocak,1,5,"[2, 4, 5, 8, 9, 13, 16, 20, 26, 28, 34, 35, 45, 48, 53, 57, 58, 60, 64, 76, 79, 80]"
on-numara,2023,Ocak,1,4,"[7, 9, 13, 16, 17, 18, 19, 20, 22, 29, 30, 36, 47, 50, 52, 57, 60, 64, 66, 69, 76, 78]"
on-numara,2023,Ocak,1,3,"[2, 9, 10, 17, 19, 21, 23, 24, 25, 34, 39, 44, 50, 52, 54, 55, 58, 62, 64, 65, 72, 74]"
on-numara,2023,Ocak,1,2,"[1, 2, 6, 14, 16, 19, 27, 30, 51, 52, 53, 55, 59, 60, 61, 63, 64, 66, 71, 73, 75, 79]"
on-numara,2023,Ocak,1,1,"[1, 2, 6, 7, 12, 20, 27, 30, 31, 34, 37, 39, 42, 43, 46, 51, 53, 54, 56, 59, 68, 77]"
on-numara,2023,Şubat,2,17,"[3, 6, 8, 9, 10, 12, 14, 21, 23, 24, 25, 28, 31, 44, 47, 48, 49, 56, 67, 70, 75, 76]"
on-numara,2023,Şubat,2,16,"[4, 6, 8, 12, 13, 16, 17, 32, 33, 37, 38, 39, 42, 45, 50, 51, 56, 60, 62, 63, 66, 71]"
on-numara,2023,Şubat,2,15,"[2, 5, 8, 10, 11, 14, 25, 33, 34, 46, 47, 48, 50, 51, 55, 56, 57, 63, 66, 72, 77, 78]"
on-numara,2023,Şubat,2,14,"[2, 3, 8, 10, 16, 17, 21, 23, 30, 34, 41, 44, 45, 48, 49, 50, 53, 56, 59, 61, 66, 67]"
on-numara,2023,Şubat,2,13,"[13, 18, 20, 22, 23, 25, 26, 31, 32, 35, 39, 47, 48, 52, 53, 55, 60, 62, 64, 74, 76, 78]"
on-numara,2023,Şubat,2,12,"[1, 3, 10, 12, 15, 17, 27, 29, 31, 33, 41, 42, 45, 46, 48, 49, 51, 59, 65, 66, 73, 78]"
on-numara,2023,Şubat,2,11,"[2, 5, 11, 12, 13, 19, 27, 30, 32, 33, 35, 39, 42, 44, 51, 52, 57, 61, 63, 70, 73, 79]"
on-numara,2023,Şubat,2,10,"[2, 3, 4, 8, 9, 16, 20, 27, 29, 31, 35, 38, 39, 43, 45, 50, 51, 54, 56, 64, 72, 76]"
on-numara,2023,Mart,3,26,"[2, 3, 6, 7, 8, 12, 13, 15, 20, 25, 33, 37, 38, 44, 45, 47, 60, 61, 64, 68, 71, 73]"
on-numara,2023,Mart,3,25,"[2, 5, 6, 10, 12, 15, 17, 28, 29, 39, 45, 46, 49, 53, 56, 58, 60, 62, 64, 70, 75, 80]"
on-numara,2023,Mart,3,24,"[9, 11, 12, 13, 17, 22, 25, 30, 34, 37, 42, 46, 48, 50, 52, 58, 59, 61, 69, 71, 72, 76]"
on-numara,2023,Mart,3,23,"[4, 5, 6, 11, 15, 16, 17, 20, 21, 25, 26, 28, 45, 48, 52, 55, 62, 66, 70, 74, 76, 78]"
on-numara,2023,Mart,3,22,"[1, 4, 14, 15, 30, 44, 46, 49, 51, 52, 53, 54, 56, 61, 62, 64, 72, 74, 75, 76, 77, 79]"
on-numara,2023,Mart,3,21,"[3, 8, 11, 12, 13, 15, 16, 18, 19, 25, 26, 31, 34, 35, 36, 41, 44, 45, 52, 58, 63, 69]"
on-numara,2023,Mart,3,20,"[3, 12, 16, 17, 19, 20, 23, 29, 30, 31, 32, 34, 38, 46, 47, 52, 59, 62, 64, 69, 79, 80]"
on-numara,2023,Mart,3,19,"[1, 2, 14, 21, 22, 27, 33, 34, 37, 38, 39, 43, 47, 48, 50, 51, 56, 59, 62, 64, 71, 79]"
on-numara,2023,Mart,3,18,"[3, 4, 9, 13, 22, 25, 26, 32, 33, 35, 36, 38, 40, 43, 44, 50, 57, 59, 60, 65, 73, 77]"
on-numara,2023,Nisan,4,34,"[1, 2, 4, 11, 14, 15, 18, 22, 30, 32, 33, 34, 36, 38, 41, 43, 48, 55, 61, 64, 69, 79]"
on-numara,2023,Nisan,4,33,"[2, 3, 16, 24, 26, 30, 37, 38, 39, 40, 41, 45, 53, 58, 60, 62, 64, 69, 72, 76, 78, 79]"
on-numara,2023,Nisan,4,32,"[2, 8, 12, 13, 14, 17, 31, 33, 36, 37, 40, 41, 48, 53, 55, 58, 60, 62, 66, 69, 72, 77]"
on-numara,2023,Nisan,4,31,"[1, 4, 9, 12, 13, 17, 19, 29, 36, 38, 44, 45, 46, 47, 50, 59, 60, 67, 69, 71, 77, 80]"
on-numara,2023,Nisan,4,30,"[13, 15, 16, 18, 21, 26, 28, 35, 37, 38, 48, 49, 50, 55, 57, 64, 65, 67, 68, 69, 73, 80]"
on-numara,2023,Nisan,4,29,"[4, 5, 7, 9, 11, 21, 27, 29, 31, 36, 37, 39, 41, 48, 51, 53, 55, 56, 59, 60, 70, 74]"
on-numara,2023,Nisan,4,28,"[2, 5, 6, 10, 13, 16, 17, 22, 30, 35, 42, 45, 48, 53, 54, 55, 56, 59, 64, 75, 78, 80]"
on-numara,2023,Nisan,4,27,"[1, 3, 4, 8, 17, 18, 21, 22, 27, 28, 40, 41, 45, 46, 52, 54, 55, 57, 60, 63, 66, 72]"
on-numara,2023,Mayıs,5,43,"[1, 4, 5, 6, 9, 26, 27, 28, 34, 40, 43, 45, 50, 53, 56, 58, 60, 66, 67, 69, 73, 77]"
on-numara,2023,Mayıs,5,42,"[4, 9, 12, 22, 27, 28, 29, 31, 33, 34, 36, 37, 38, 39, 50, 54, 58, 59, 65, 71, 73, 79]"
on-numara,2023,Mayıs,5,41,"[2, 4, 5, 13, 19, 22, 29, 31, 33, 36, 37, 38, 43, 49, 55, 58, 64, 65, 70, 74, 79, 80]"
on-numara,2023,Mayıs,5,40,"[5, 7, 20, 24, 29, 30, 31, 35, 38, 43, 46, 47, 51, 52, 54, 57, 62, 65, 66, 70, 71, 74]"
on-numara,2023,Mayıs,5,39,"[2, 4, 6, 9, 15, 24, 28, 30, 31, 32, 38, 43, 46, 47, 48, 56, 59, 65, 66, 73, 77, 80]"
on-numara,2023,Mayıs,5,38,"[6, 10, 11, 14, 20, 23, 42, 48, 49, 52, 53, 55, 58, 59, 60, 61, 63, 64, 69, 70, 71, 74]"
on-numara,2023,Mayıs,5,37,"[1, 2, 4, 9, 10, 18, 23, 27, 30, 50, 52, 55, 56, 57, 65, 66, 68, 72, 73, 74, 75, 80]"
on-numara,2023,Mayıs,5,36,"[6, 7, 13, 16, 18, 20, 30, 31, 32, 35, 48, 50, 51, 52, 53, 56, 59, 61, 62, 68, 73, 78]"
on-numara,2023,Mayıs,5,35,"[11, 18, 19, 25, 29, 30, 41, 42, 44, 46, 51, 52, 57, 58, 60, 61, 63, 64, 72, 76, 77, 79]"
on-numara,2023,Haziran,6,52,"[3, 5, 8, 13, 14, 17, 20, 23, 24, 27, 31, 35, 39, 40, 44, 47, 52, 54, 59, 70, 74, 78]"
on-numara,2023,Haziran,6,51,"[4, 8, 11, 12, 15, 16, 27, 31, 32, 33, 34, 35, 36, 41, 43, 44, 45, 48, 56, 60, 61, 76]"
on-numara,2023,Haziran,6,50,"[2, 7, 12, 14, 15, 18, 20, 23, 24, 42, 49, 50, 52, 53, 57, 63, 65, 66, 67, 69, 70, 79]"
on-numara,2023,Haziran,6,49,"[7, 8, 9, 16, 20, 22, 27, 32, 37, 39, 40, 41, 52, 54, 55, 62, 64, 65, 67, 70, 74, 75]"
on-numara,2023,Haziran,6,48,"[2, 4, 12, 15, 19, 22, 24, 29, 34, 36, 40, 43, 44, 52, 56, 60, 62, 73, 75, 76, 77, 79]"
on-numara,2023,Haziran,6,47,"[4, 15, 16, 20, 21, 22, 28, 29, 30, 33, 37, 38, 39, 43, 47, 50, 52, 54, 57, 58, 77, 79]"
on-numara,2023,Haziran,6,46,"[1, 14, 15, 16, 18, 26, 33, 40, 43, 44, 47, 48, 55, 59, 60, 61, 62, 64, 65, 67, 68, 71]"
on-numara,2023,Haziran,6,45,"[1, 2, 3, 11, 12, 16, 27, 32, 33, 40, 43, 45, 49, 50, 52, 57, 62, 64, 73, 75, 76, 77]"
on-numara,2023,Haziran,6,44,"[1, 8, 11, 12, 14, 16, 18, 24, 26, 34, 36, 41, 42, 50, 54, 57, 58, 59, 64, 67, 73, 78]"
on-numara,2023,Temmuz,7,61,"[3, 11, 12, 13, 21, 26, 38, 39, 40, 42, 48, 49, 50, 52, 62, 64, 66, 67, 69, 72, 76, 78]"
on-numara,2023,Temmuz,7,60,"[8, 9, 17, 20, 22, 24, 26, 28, 29, 31, 32, 33, 35, 37, 39, 53, 57, 60, 65, 68, 74, 77]"
on-numara,2023,Temmuz,7,59,"[1, 2, 3, 11, 16, 19, 21, 22, 24, 29, 30, 36, 37, 42, 47, 51, 56, 57, 61, 68, 70, 71]"
on-numara,2023,Temmuz,7,58,"[8, 9, 10, 11, 13, 16, 25, 27, 28, 30, 32, 34, 38, 40, 47, 49, 50, 51, 55, 70, 73, 74]"
on-numara,2023,Temmuz,7,57,"[6, 8, 12, 13, 14, 20, 24, 31, 32, 35, 37, 39, 46, 53, 57, 59, 60, 62, 66, 67, 72, 80]"
on-numara,2023,Temmuz,7,56,"[1, 2, 7, 12, 14, 15, 17, 25, 29, 33, 39, 42, 49, 50, 58, 60, 63, 74, 75, 76, 78, 79]"
on-numara,2023,Temmuz,7,55,"[8, 10, 13, 15, 16, 21, 22, 25, 26, 29, 31, 33, 35, 44, 47, 51, 52, 56, 57, 63, 67, 79]"
on-numara,2023,Temmuz,7,54,"[1, 3, 4, 7, 10, 11, 12, 13, 17, 21, 23, 34, 46, 52, 54, 57, 58, 60, 63, 65, 69, 80]"
on-numara,2023,Temmuz,7,53,"[1, 4, 6, 7, 14, 20, 22, 32, 34, 36, 40, 50, 53, 57, 58, 62, 63, 66, 70, 73, 78, 79]"
on-numara,2023,Ağustos,8,69,"[3, 7, 13, 18, 20, 28, 37, 39, 40, 43, 45, 47, 48, 53, 54, 56, 60, 62, 65, 67, 72, 73]"
on-numara,2023,Ağustos,8,68,"[8, 12, 13, 14, 15, 16, 17, 21, 34, 39, 40, 43, 48, 50, 55, 57, 64, 68, 69, 75, 77, 79]"
on-numara,2023,Ağustos,8,67,"[1, 5, 8, 12, 17, 25, 26, 36, 39, 47, 48, 51, 52, 55, 61, 62, 64, 66, 69, 75, 77, 79]"
on-numara,2023,Ağustos,8,66,"[2, 4, 7, 11, 18, 22, 26, 28, 29, 38, 41, 42, 47, 51, 53, 54, 60, 61, 63, 65, 72, 78]"
on-numara,2023,Ağustos,8,65,"[2, 9, 12, 14, 22, 24, 25, 32, 34, 39, 45, 50, 52, 59, 63, 66, 69, 70, 71, 73, 75, 80]"
on-numara,2023,Ağustos,8,64,"[2, 4, 6, 12, 14, 15, 16, 21, 31, 32, 34, 36, 37, 42, 43, 50, 57, 66, 67, 68, 69, 73]"
on-numara,2023,Ağustos,8,63,"[5, 8, 9, 10, 13, 14, 25, 27, 32, 34, 35, 38, 42, 46, 51, 52, 55, 58, 60, 62, 75, 77]"
on-numara,2023,Ağustos,8,62,"[4, 5, 10, 13, 17, 18, 24, 25, 31, 32, 36, 37, 39, 43, 49, 52, 64, 65, 69, 71, 76, 78]"
on-numara,2023,Eylül,9,78,"[2, 3, 12, 15, 20, 21, 24, 26, 31, 34, 38, 40, 42, 45, 50, 51, 55, 69, 70, 75, 78, 79]"
on-numara,2023,Eylül,9,77,"[3, 4, 7, 16, 18, 21, 22, 23, 26, 27, 32, 43, 46, 53, 60, 64, 66, 69, 71, 74, 75, 77]"
on-numara,2023,Eylül,9,76,"[5, 7, 11, 14, 18, 19, 23, 24, 36, 39, 41, 42, 44, 45, 49, 54, 60, 63, 65, 69, 76, 77]"
on-numara,2023,Eylül,9,75,"[1, 8, 10, 11, 12, 13, 16, 17, 28, 33, 35, 40, 41, 43, 45, 49, 57, 59, 62, 64, 76, 78]"
on-numara,2023,Eylül,9,74,"[10, 12, 14, 15, 16, 20, 21, 27, 37, 39, 40, 43, 44, 45, 47, 54, 55, 71, 72, 73, 74, 76]"
on-numara,2023,Eylül,9,73,"[2, 11, 13, 15, 18, 19, 26, 29, 34, 35, 42, 43, 44, 46, 48, 54, 60, 64, 67, 73, 74, 78]"
on-numara,2023,Eylül,9,72,"[1, 6, 7, 8, 12, 14, 19, 21, 22, 26, 29, 31, 37, 38, 46, 48, 52, 53, 54, 65, 77, 79]"
